	url	title
1073	/wiki/Battle_of_the_Sit_River	Battle of the Sit River
1074	/wiki/Siege_of_Kozelsk	Siege of Kozelsk
1075	/wiki/Siege_of_Brescia	Siege of Brescia
1076	/wiki/Siege_of_Faenza	Siege of Faenza
1077	/wiki/Battle_of_the_Neva	Battle of the Neva
1078	/wiki/Siege_of_Kiev_(1240)	Siege of Kiev (1240)
1079	/wiki/Battle_of_Legnica	Battle of Legnica
1080	/wiki/Battle_of_Mohi	Battle of Mohi
1081	/wiki/Battle_on_Lake_Peipus	Battle on Lake Peipus
1082	/wiki/Battle_of_Taillebourg	Battle of Taillebourg
1083	/wiki/Battle_of_Grobnik_Field	Battle of Grobnik Field
1084	/wiki/Siege_of_Viterbo	Siege of Viterbo
1085	/wiki/Battle_of_K%C3%B6seda%C4%9F	Battle of Kösedağ
1086	/wiki/Siege_of_Jerusalem_(1244)	Siege of Jerusalem (1244)
1087	/wiki/Battle_of_La_Forbie	Battle of La Forbie
1088	/wiki/Battle_of_Haugsnes	Battle of Haugsnes
1089	/wiki/Battle_of_Parma	Battle of Parma
1090	/wiki/Battle_of_Fossalta	Battle of Fossalta
1091	/wiki/Siege_of_Damietta_(1249)	Siege of Damietta (1249)
1092	/wiki/Battle_of_Al_Mansurah	Battle of Al Mansurah
1093	/wiki/Battle_of_Fariskur	Battle of Fariskur
1094	/wiki/Battle_of_Cingoli	Battle of Cingoli
1095	/wiki/Battle_of_Adrianople_(1254)	Battle of Adrianople (1254)
1096	/wiki/Battle_of_Montebruno	Battle of Montebruno
1097	/wiki/Battle_of_Bryn_Derwin	Battle of Bryn Derwin
1098	/wiki/Battle_of_Cadfan	Battle of Cadfan
1099	/wiki/Battle_of_Memel_(1257)	Battle of Memel (1257)
1100	/wiki/Battle_of_B%C3%ACnh_L%E1%BB%87_Nguy%C3%AAn	Battle of Bình Lệ Nguyên
1101	/wiki/Battle_of_Baghdad_(1258)	Battle of Baghdad (1258)
1102	/wiki/Battle_of_Karydi	Battle of Karydi
1103	/wiki/Battle_of_Acre_(1258)	Battle of Acre (1258)
1104	/wiki/Battle_of_Skuodas	Battle of Skuodas
1105	/wiki/Battle_of_Pelagonia	Battle of Pelagonia
1106	/wiki/Battle_of_Cassano_(1259)	Battle of Cassano (1259)
1107	/wiki/Siege_of_Diaoyu_Castle	Siege of Diaoyu Castle
1108	/wiki/Battle_of_Durbe	Battle of Durbe
1109	/wiki/Battle_of_Kressenbrunn	Battle of Kressenbrunn
1110	/wiki/Battle_of_Ain_Jalut	Battle of Ain Jalut
1111	/wiki/Battle_of_Montaperti	Battle of Montaperti
1112	/wiki/Siege_of_Constantinople_(1260)	Siege of Constantinople (1260)
1113	/wiki/Battle_of_Callann	Battle of Callann
1114	/wiki/Battle_of_Hausbergen	Battle of Hausbergen
1115	/wiki/Battle_of_Largs	Battle of Largs
1116	/wiki/Battle_of_Prinitza	Battle of Prinitza
1117	/wiki/Battle_of_Settepozzi	Battle of Settepozzi
1118	/wiki/Battle_of_Lewes	Battle of Lewes
1119	/wiki/Battle_of_Makryplagi	Battle of Makryplagi
1120	/wiki/Battle_of_Evesham	Battle of Evesham
1121	/wiki/Battle_of_Benevento	Battle of Benevento
1122	/wiki/Battle_of_Trapani	Battle of Trapani
1123	/wiki/Battle_of_Wesenberg_(1268)	Battle of Wesenberg (1268)
1124	/wiki/Battle_of_Xiangyang	Battle of Xiangyang
1125	/wiki/Battle_of_Tagliacozzo	Battle of Tagliacozzo
1126	/wiki/Battle_of_Colle_Val_d%27Elsa	Battle of Colle Val d'Elsa
1127	/wiki/Battle_of_Karuse	Battle of Karuse
1128	/wiki/Battle_of_%C3%81th_an_gCeap	Battle of Áth an gCeap
1129	/wiki/Battle_of_Bun%27ei	Battle of Bun'ei
1130	/wiki/Battle_of_Neopatras	Battle of Neopatras
1131	/wiki/Battle_of_Demetrias	Battle of Demetrias
1132	/wiki/Battle_of_Roccavione	Battle of Roccavione
1133	/wiki/Battle_of_Desio	Battle of Desio
1134	/wiki/Battle_of_Ngasaunggyan	Battle of Ngasaunggyan
1135	/wiki/Battle_of_D%C3%BCrnkrut_and_Jedenspeigen	Battle of Dürnkrut and Jedenspeigen
1136	/wiki/Battle_of_Aizkraukle	Battle of Aizkraukle
1137	/wiki/Battle_of_Yamen	Battle of Yamen
1138	/wiki/Siege_of_Berat_(1280%E2%80%931281)	Siege of Berat (1280–1281)
1139	/wiki/Battle_of_K%C5%8Dan	Battle of Kōan
1140	/wiki/Second_Battle_of_Homs	Second Battle of Homs
1141	/wiki/Battle_of_Orewin_Bridge	Battle of Orewin Bridge
1142	/wiki/Battle_of_Garoza	Battle of Garoza
1143	/wiki/Battle_of_Pagan	Battle of Pagan
1144	/wiki/Battle_of_Worringen	Battle of Worringen
1145	/wiki/Battle_of_B%E1%BA%A1ch_%C4%90%E1%BA%B1ng_(1288)	Battle of Bạch Đằng (1288)
1146	/wiki/Battle_of_Campaldino	Battle of Campaldino
1147	/wiki/Siege_of_Copenhagen_(1289)	Siege of Copenhagen (1289)
1148	/wiki/Battle_of_Skan%C3%B6r	Battle of Skanör
1149	/wiki/Siege_of_Acre_(1291)	Siege of Acre (1291)
1150	/wiki/Battle_of_Maes_Moydog	Battle of Maes Moydog
1151	/wiki/Battle_of_Dunbar_(1296)	Battle of Dunbar (1296)
1152	/wiki/Battle_of_Curzota	Battle of Curzota
1153	/wiki/Battle_of_Stirling_Bridge	Battle of Stirling Bridge
1154	/wiki/Battle_of_Furnes	Battle of Furnes
1155	/wiki/Battle_of_Turaida	Battle of Turaida
1156	/wiki/Battle_of_G%C3%B6llheim	Battle of Göllheim
1157	/wiki/Battle_of_Falkirk_(1298)	Battle of Falkirk (1298)
1158	/wiki/Battle_of_Kili	Battle of Kili
1159	/wiki/Sieges_of_Stirling_Castle	Sieges of Stirling Castle
1160	/wiki/Battle_of_Falconaria	Battle of Falconaria
1161	/wiki/Battle_of_the_Golden_Spurs	Battle of the Golden Spurs
1162	/wiki/Battle_of_Bapheus	Battle of Bapheus
1163	/wiki/Battle_of_Dimbos	Battle of Dimbos
1164	/wiki/Battle_of_Marj_al-Saffar_(1303)	Battle of Marj al-Saffar (1303)
1165	/wiki/Battle_of_Happrew	Battle of Happrew
1166	/wiki/Battle_of_Mons-en-P%C3%A9v%C3%A8le	Battle of Mons-en-Pévèle
1167	/wiki/Battle_of_Amroha	Battle of Amroha
1168	/wiki/Battle_of_Methven	Battle of Methven
1169	/wiki/Battle_of_Loudoun_Hill	Battle of Loudoun Hill
1170	/wiki/Battle_of_Halmyros	Battle of Halmyros
1171	/wiki/Battle_of_Gallipoli_(1312)	Battle of Gallipoli (1312)
1172	/wiki/Battle_of_Amorgos_(1312)	Battle of Amorgos (1312)
1173	/wiki/Battle_of_Gammelsdorf	Battle of Gammelsdorf
1174	/wiki/Battle_of_Bannockburn	Battle of Bannockburn
1175	/wiki/Battle_of_Montecatini	Battle of Montecatini
1176	/wiki/Battle_of_Morgarten	Battle of Morgarten
1177	/wiki/Battle_of_Picotin	Battle of Picotin
1178	/wiki/Battle_of_Manolada	Battle of Manolada
1179	/wiki/Second_Battle_of_Athenry	Second Battle of Athenry
1180	/wiki/Battle_of_Dysert_O%27Dea	Battle of Dysert O'Dea
1181	/wiki/Battle_of_Faughart	Battle of Faughart
1182	/wiki/Battle_of_Chios_(1319)	Battle of Chios (1319)
1183	/wiki/Battle_of_Saint_George	Battle of Saint George
1184	/wiki/Battle_of_Bliska	Battle of Bliska
1185	/wiki/Battle_of_Burton_Bridge_(1322)	Battle of Burton Bridge (1322)
1186	/wiki/Battle_of_Boroughbridge	Battle of Boroughbridge
1187	/wiki/Battle_of_M%C3%BChldorf	Battle of Mühldorf
1188	/wiki/Siege_of_Warangal_(1323)	Siege of Warangal (1323)
1189	/wiki/Battle_of_Zappolino	Battle of Zappolino
1190	/wiki/Battle_of_Varey	Battle of Varey
1191	/wiki/Battle_of_Cassel_(1328)	Battle of Cassel (1328)
1192	/wiki/Battle_of_Pelekanon	Battle of Pelekanon
1193	/wiki/Battle_of_Ardnocher	Battle of Ardnocher
1194	/wiki/Battle_of_Posada	Battle of Posada
1195	/wiki/Battle_of_Fiodh-an-%C3%81tha	Battle of Fiodh-an-Átha
1196	/wiki/Battle_of_Dupplin_Moor	Battle of Dupplin Moor
1197	/wiki/Battle_of_P%C5%82owce	Battle of Płowce
1198	/wiki/Battle_of_Halidon_Hill	Battle of Halidon Hill
1199	/wiki/Battle_of_Minatogawa	Battle of Minatogawa
1200	/wiki/Battle_of_Cadzand	Battle of Cadzand
1201	/wiki/Siege_of_Kanegasaki_(1337)	Siege of Kanegasaki (1337)
1202	/wiki/Battle_of_Arnemuiden	Battle of Arnemuiden
1203	/wiki/Battle_of_Parabiago	Battle of Parabiago
1204	/wiki/Battle_of_Sluys	Battle of Sluys
1205	/wiki/Battle_of_Saint-Omer	Battle of Saint-Omer
1206	/wiki/Battle_of_R%C3%ADo_Salado	Battle of Río Salado
1207	/wiki/Battle_of_Champtoceaux	Battle of Champtoceaux
1208	/wiki/Battle_of_Brest_(1342)	Battle of Brest (1342)
1209	/wiki/Battle_of_Morlaix	Battle of Morlaix
1210	/wiki/Battle_of_Stephaniana	Battle of Stephaniana
1211	/wiki/Battle_of_Auberoche	Battle of Auberoche
1212	/wiki/Battle_of_Gamenario	Battle of Gamenario
1213	/w/index.php?title=Battle_of_Lough_Neagh&action=edit&redlink=1	Battle of Lough Neagh (page does not exist)
1214	/wiki/Battle_of_Peritheorion	Battle of Peritheorion
1215	/wiki/Battle_of_Warns	Battle of Warns
1216	/w/index.php?title=Battle_of_Calry_Lough_Gill&action=edit&redlink=1	Battle of Calry Lough Gill (page does not exist)
1217	/wiki/Battle_of_St_Pol_de_L%C3%A9on	Battle of St Pol de Léon
1218	/wiki/Battle_of_Caen_(1346)	Battle of Caen (1346)
1219	/wiki/Battle_of_Blanchetaque	Battle of Blanchetaque
1220	/wiki/Battle_of_Cr%C3%A9cy	Battle of Crécy
1221	/wiki/Battle_of_Neville%27s_Cross	Battle of Neville's Cross
1222	/wiki/Siege_of_Calais_(1346%E2%80%931347)	Siege of Calais (1346–1347)
1223	/w/index.php?title=Battle_of_Porta_San_Lorenzo&action=edit&redlink=1	Battle of Porta San Lorenzo (page does not exist)
1224	/wiki/Battle_of_La_Roche-Derrien	Battle of La Roche-Derrien
1225	/w/index.php?title=Battle_of_Str%C4%97v&action=edit&redlink=1	Battle of Strėv (page does not exist)
1226	/wiki/Battle_of_Lunalonge	Battle of Lunalonge
1227	/wiki/Battle_of_Llucmajor	Battle of Llucmajor
1228	/wiki/Battle_of_Saintes	Battle of Saintes
1229	/wiki/Battle_of_Ardres	Battle of Ardres
1230	/wiki/Battle_of_Mauron	Battle of Mauron
1231	/wiki/Battle_of_Sapienza	Battle of Sapienza
1232	/wiki/Fall_of_Gallipoli	Fall of Gallipoli
1233	/wiki/Battle_of_Poitiers	Battle of Poitiers
1234	/wiki/Battle_of_Bubat	Battle of Bubat
1235	/wiki/Battle_of_Mello	Battle of Mello
1236	/wiki/Battle_of_Campo_delle_Mosche	Battle of Campo delle Mosche
1237	/wiki/Battle_of_Visby	Battle of Visby
1238	/wiki/Battle_of_Helsingborg_(1362)	Battle of Helsingborg (1362)
1239	/wiki/Battle_of_Brignais	Battle of Brignais
1240	/wiki/Siege_of_Kaunas	Siege of Kaunas
1241	/wiki/Battle_of_Guadix	Battle of Guadix
1242	/wiki/Battle_of_Blue_Waters	Battle of Blue Waters
1243	/wiki/Battle_of_Lake_Poyang	Battle of Lake Poyang
1244	/wiki/Battle_of_Cocherel	Battle of Cocherel
1245	/wiki/Battle_of_Cascina	Battle of Cascina
1246	/wiki/Battle_of_Auray	Battle of Auray
1247	/wiki/Battle_of_Adrianople_(1365)	Battle of Adrianople (1365)
1248	/wiki/Battle_of_N%C3%A1jera	Battle of Nájera
1249	/wiki/Battle_of_Montiel	Battle of Montiel
1250	/wiki/Siege_of_Algeciras_(1369)	Siege of Algeciras (1369)
1251	/wiki/Battle_of_Rudau	Battle of Rudau
1252	/wiki/Battle_of_Pontvallain	Battle of Pontvallain
1253	/wiki/Siege_of_Balkh_(1370)	Siege of Balkh (1370)
1254	/wiki/Battle_of_Baesweiler	Battle of Baesweiler
1255	/wiki/Battle_of_Maritsa	Battle of Maritsa
1256	/wiki/Battle_of_La_Rochelle	Battle of La Rochelle
1257	/wiki/Battle_of_Chiset	Battle of Chiset
1258	/wiki/Battle_on_Pyana_River	Battle on Pyana River
1259	/wiki/Battle_of_Dubravnica	Battle of Dubravnica
1260	/wiki/Battle_of_the_Vozha_River	Battle of the Vozha River
1261	/wiki/Battle_of_Kulikovo	Battle of Kulikovo
1262	/w/index.php?title=Second_Battle_of_the_Kalka_River&action=edit&redlink=1	Second Battle of the Kalka River (page does not exist)
1263	/wiki/Battle_of_North_Walsham	Battle of North Walsham
1264	/wiki/Battle_of_Roosebeke	Battle of Roosebeke
1265	/wiki/Siege_of_Moscow_(1382)	Siege of Moscow (1382)
1266	/wiki/Battle_of_Atoleiros	Battle of Atoleiros
1267	/wiki/Siege_of_Lisbon_(1384)	Siege of Lisbon (1384)
1268	/wiki/Battle_of_Le%C3%A7a	Battle of Leça
1269	/wiki/Naval_Battle_of_the_Tejo	Naval Battle of the Tejo
1270	/wiki/Battle_of_Tochar_Cruachain-Bri-Ele	Battle of Tochar Cruachain-Bri-Ele
1271	/wiki/Battle_of_Trancoso	Battle of Trancoso
1272	/wiki/Battle_of_Aljubarrota	Battle of Aljubarrota
1273	/wiki/Battle_of_Valverde_(1385)	Battle of Valverde (1385)
1274	/wiki/Battle_of_Savra	Battle of Savra
1275	/wiki/Battle_of_the_Vikhra_River	Battle of the Vikhra River
1276	/wiki/Battle_of_Sempach	Battle of Sempach
1277	/wiki/Battle_of_Plo%C4%8Dnik	Battle of Pločnik
1278	/wiki/Siege_of_Tbilisi_(1386)	Siege of Tbilisi (1386)
1279	/wiki/Battle_of_Castagnaro	Battle of Castagnaro
1280	/wiki/Battle_of_Margate	Battle of Margate
1281	/wiki/Siege_of_Isfahan_(1387)	Siege of Isfahan (1387)
1282	/wiki/Battle_of_Buir_Lake	Battle of Buir Lake
1283	/wiki/Battle_of_Otterburn	Battle of Otterburn
1284	/wiki/Battle_of_Bile%C4%87a	Battle of Bileća
1285	/wiki/Battle_of_Kosovo_Polje	Battle of Kosovo Polje
1286	/wiki/Battle_of_Alessandria	Battle of Alessandria
1287	/wiki/Battle_of_the_Kondurcha_River	Battle of the Kondurcha River
1288	/w/index.php?title=Battle_of_Ros-mic-Triuin&action=edit&redlink=1	Battle of Ros-mic-Triuin (page does not exist)
1289	/wiki/Battle_of_Rovine	Battle of Rovine
1290	/wiki/Battle_of_the_Terek_River	Battle of the Terek River
1291	/wiki/Battle_of_Portomaggiore	Battle of Portomaggiore
1292	/wiki/Battle_of_the_North_Inch	Battle of the North Inch
1293	/wiki/Battle_of_Nicopolis	Battle of Nicopolis
1294	/w/index.php?title=Siege_of_Delhi_(1398)&action=edit&redlink=1	Siege of Delhi (1398) (page does not exist)
1295	/wiki/Battle_of_Tragh-Bhaile	Battle of Tragh-Bhaile
1296	/wiki/Battle_of_the_Vorskla_River	Battle of the Vorskla River
1297	/wiki/Siege_of_Damascus_(1400)	Siege of Damascus (1400)
1298	/wiki/Battle_of_Mynydd_Hyddgen	Battle of Mynydd Hyddgen
1299	/wiki/Battle_of_Tuthill	Battle of Tuthill
1300	/wiki/Battle_of_Casalecchio	Battle of Casalecchio
1301	/wiki/Battle_of_Bryn_Glas	Battle of Bryn Glas
1302	/wiki/Battle_of_Angora	Battle of Angora
1303	/wiki/Battle_of_Nesbit_Moor_(1402)	Battle of Nesbit Moor (1402)
1304	/wiki/Battle_of_Homildon_Hill	Battle of Homildon Hill
1305	/wiki/Siege_of_Smyrna	Siege of Smyrna
1306	/wiki/Battle_of_Shrewsbury	Battle of Shrewsbury
1307	/wiki/Siege_of_Birtvisi_(1403)	Siege of Birtvisi (1403)
1308	/wiki/Battle_of_Pwll_Melyn	Battle of Pwll Melyn
1309	/wiki/Battle_of_Tuiteam_Tarbhach	Battle of Tuiteam Tarbhach
1310	/wiki/Battle_of_Bramham_Moor	Battle of Bramham Moor
1311	/wiki/Battle_of_Oth%C3%A9e	Battle of Othée
1312	/wiki/Battle_of_Sanluri	Battle of Sanluri
1313	/wiki/Battle_of_Kherlen	Battle of Kherlen
1314	/wiki/Battle_of_Grunwald	Battle of Grunwald
1315	/wiki/Battle_of_Koronowo	Battle of Koronowo
1316	/wiki/Battle_of_Harlaw	Battle of Harlaw
1317	/wiki/Battle_of_Chalagan	Battle of Chalagan
1318	/wiki/Battle_of_Ceuta	Battle of Ceuta
1319	/wiki/Battle_of_Agincourt	Battle of Agincourt
1320	/wiki/Battle_of_Gallipoli_(1416)	Battle of Gallipoli (1416)
1321	/wiki/Siege_of_Rouen	Siege of Rouen
1322	/wiki/Siege_of_Ceuta_(1419)	Siege of Ceuta (1419)
1323	/wiki/Siege_of_Dong_Quan	Siege of Dong Quan
1324	/wiki/Battle_of_La_Rochelle_(1419)	Battle of La Rochelle (1419)
1325	/wiki/Battle_of_Sudomer	Battle of Sudomer
1326	/wiki/Battle_of_Vitkov_Hill	Battle of Vitkov Hill
1327	/wiki/Battle_of_Vysehrad	Battle of Vysehrad
1328	/wiki/Battle_of_Bauge	Battle of Bauge
1329	/wiki/Battle_of_Kutna_Hora	Battle of Kutna Hora
1330	/wiki/Battle_of_Nebovidy	Battle of Nebovidy
1331	/wiki/Battle_of_N%C4%9Bmeck%C3%BD_Brod	Battle of Německý Brod
1332	/wiki/Battle_of_Arbedo	Battle of Arbedo
1333	/wiki/Siege_of_Meaux	Siege of Meaux
1334	/wiki/Battle_of_Horic	Battle of Horic
1335	/wiki/Battle_of_Cravant	Battle of Cravant
1336	/wiki/Battle_of_Verneuil	Battle of Verneuil
1337	/wiki/Battle_of_La_Brossini%C3%A8re	Battle of La Brossinière
1338	/wiki/Battle_of_L%27Aquila	Battle of L'Aquila
1339	/wiki/Battle_of_Zagonara	Battle of Zagonara
1340	/wiki/Battle_of_Brouwershaven	Battle of Brouwershaven
1341	/wiki/Battle_of_St._James	Battle of St. James
1342	/wiki/Battle_of_Usti_nad_Labem	Battle of Usti nad Labem
1343	/wiki/Battle_of_Khirokitia	Battle of Khirokitia
1344	/wiki/Battle_of_T%E1%BB%91t_%C4%90%E1%BB%99ng_%E2%80%93_Ch%C3%BAc_%C4%90%E1%BB%99ng	Battle of Tốt Động – Chúc Động
1345	/wiki/Battle_of_Maclodio	Battle of Maclodio
1346	/wiki/Siege_of_Orl%C3%A9ans	Siege of Orléans
1347	/wiki/Battle_of_Jargeau	Battle of Jargeau
1348	/wiki/Battle_of_Meung-sur-Loire	Battle of Meung-sur-Loire
1349	/wiki/Battle_of_Beaugency_(1429)	Battle of Beaugency (1429)
1350	/wiki/Battle_of_Patay	Battle of Patay
1351	/wiki/Siege_of_Thessalonica_(1422%E2%80%931430)	Siege of Thessalonica (1422–1430)
1352	/wiki/Siege_of_Compi%C3%A8gne	Siege of Compiègne
1353	/wiki/Battle_of_Soncino	Battle of Soncino
1354	/wiki/Battle_of_Pavia_(1431)	Battle of Pavia (1431)
1355	/wiki/Battle_of_Doma%C5%BElice	Battle of Domažlice
1356	/wiki/Battle_of_Inverlochy_(1431)	Battle of Inverlochy (1431)
1357	/wiki/Battle_of_Delebio	Battle of Delebio
1358	/wiki/Battle_of_San_Romano	Battle of San Romano
1359	/wiki/Battle_of_Lipany	Battle of Lipany
1360	/wiki/Battle_of_Gerbevoy	Battle of Gerbevoy
1361	/wiki/Battle_of_Ponza_(1435)	Battle of Ponza (1435)
1362	/wiki/Battle_of_Pabaiskas	Battle of Pabaiskas
1363	/wiki/Battle_of_Piperdean	Battle of Piperdean
1364	/wiki/Battle_of_Belyov	Battle of Belyov
1365	/wiki/Battle_of_Grotniki	Battle of Grotniki
1366	/wiki/Battle_of_Anghiari_(1440)	Battle of Anghiari (1440)
1367	/wiki/Siege_of_Novo_Brdo_(1440%E2%80%9341)	Siege of Novo Brdo (1440–41)
1368	/wiki/Battle_of_Zlatica	Battle of Zlatica
1369	/wiki/Battle_of_Kunovica	Battle of Kunovica
1370	/wiki/Battle_of_Varna	Battle of Varna
1371	/wiki/Battle_of_Gomit	Battle of Gomit
1372	/wiki/Battle_of_Damghan_(1447)	Battle of Damghan (1447)
1373	/wiki/Battle_of_Sark	Battle of Sark
1374	/wiki/Battle_of_Caravaggio	Battle of Caravaggio
1375	/wiki/Battle_of_Kosovo_(1448)	Battle of Kosovo (1448)
1376	/wiki/Battle_of_Alfarrobeira	Battle of Alfarrobeira
1377	/wiki/Battle_of_Tumu_Fortress	Battle of Tumu Fortress
1378	/wiki/Battle_of_Formigny	Battle of Formigny
1379	/wiki/Battle_of_Castillon	Battle of Castillon
1380	/wiki/Fall_of_Constantinople	Fall of Constantinople
1381	/wiki/Battle_of_Chojnice_(1454)	Battle of Chojnice (1454)
1382	/wiki/Battle_of_Leskovac	Battle of Leskovac
1383	/wiki/Battle_of_Kru%C5%A1evac	Battle of Kruševac
1384	/wiki/Battle_of_Arkinholm	Battle of Arkinholm
1385	/wiki/First_Battle_of_St_Albans	First Battle of St Albans
1386	/wiki/Siege_of_Belgrade_(1456)	Siege of Belgrade (1456)
1387	/wiki/Battle_of_Direptatea	Battle of Direptatea
1388	/wiki/Battle_of_Blore_Heath	Battle of Blore Heath
1389	/wiki/Battle_of_Ludford_Bridge	Battle of Ludford Bridge
1390	/wiki/Battle_of_Sandwich_(1460)	Battle of Sandwich (1460)
1391	/wiki/Battle_of_Nola_(1460)	Battle of Nola (1460)
1392	/wiki/Battle_of_Northampton_(1460)	Battle of Northampton (1460)
1393	/wiki/Battle_of_Wakefield	Battle of Wakefield
1394	/wiki/Battle_of_Mortimer%27s_Cross	Battle of Mortimer's Cross
1395	/wiki/Second_Battle_of_St_Albans	Second Battle of St Albans
1396	/wiki/Battle_of_Ferrybridge	Battle of Ferrybridge
1397	/wiki/Battle_of_Towton	Battle of Towton
1398	/wiki/Siege_of_Trebizond_(1461)	Siege of Trebizond (1461)
1399	/wiki/Battle_of_%C5%9Awiecino	Battle of Świecino
1400	/wiki/Siege_of_Mytilene_(1462)	Siege of Mytilene (1462)
1401	/wiki/Battle_of_Zatoka_%C5%9Awie%C5%BCa	Battle of Zatoka Świeża
1402	/wiki/Battle_of_Hedgeley_Moor	Battle of Hedgeley Moor
1403	/wiki/Battle_of_Hexham	Battle of Hexham
1404	/wiki/Battle_of_Montlh%C3%A9ry	Battle of Montlhéry
1405	/wiki/Battle_of_Molinella	Battle of Molinella
1406	/wiki/Battle_of_Brustem	Battle of Brustem
1407	/wiki/Battle_of_Baia	Battle of Baia
1408	/wiki/Battle_of_Edgecote_Moor	Battle of Edgecote Moor
1409	/wiki/Battle_of_Lipnic	Battle of Lipnic
1410	/wiki/Siege_of_Negroponte_(1470)	Siege of Negroponte (1470)
1411	/wiki/Battle_of_Lose-coat_Field	Battle of Lose-coat Field
1412	/w/index.php?title=Battle_of_Ravenspur&action=edit&redlink=1	Battle of Ravenspur (page does not exist)
1413	/wiki/Battle_of_Barnet	Battle of Barnet
1414	/wiki/Battle_of_Tewkesbury	Battle of Tewkesbury
1415	/wiki/Battle_of_Shelon	Battle of Shelon
1416	/wiki/Battle_of_Brunkeberg	Battle of Brunkeberg
1417	/wiki/Battle_of_Otlukbeli	Battle of Otlukbeli
1418	/wiki/Siege_of_Neuss	Siege of Neuss
1419	/wiki/Battle_of_H%C3%A9ricourt	Battle of Héricourt
1420	/wiki/Siege_of_Shkodra_(1474)	Siege of Shkodra (1474)
1421	/wiki/Battle_of_Vaslui	Battle of Vaslui
1422	/wiki/Siege_of_Burgos_(1475)	Siege of Burgos (1475)
1423	/wiki/Battle_on_the_Planta	Battle on the Planta
1424	/wiki/Battle_of_Toro	Battle of Toro
1425	/wiki/Battle_of_Grandson	Battle of Grandson
1426	/wiki/Battle_of_Morat	Battle of Morat
1427	/wiki/Battle_of_Valea_Alb%C4%83	Battle of Valea Albă
1428	/wiki/Battle_of_Nancy	Battle of Nancy
1429	/w/index.php?title=Battle_of_Macomer&action=edit&redlink=1	Battle of Macomer (page does not exist)
1430	/wiki/Battle_of_Guinea	Battle of Guinea
1431	/wiki/Battle_of_Guinegate_(1479)	Battle of Guinegate (1479)
1432	/wiki/Battle_of_Breadfield	Battle of Breadfield
1433	/wiki/Siege_of_Rhodes_(1480)	Siege of Rhodes (1480)
1434	/wiki/Battle_of_Skibo_and_Strathfleet	Battle of Skibo and Strathfleet
1435	/wiki/Battle_of_Bloody_Bay	Battle of Bloody Bay
1436	/wiki/Battle_of_Lagabraad	Battle of Lagabraad
1437	/wiki/Battle_of_Otranto	Battle of Otranto
1438	/w/index.php?title=Battle_of_Yeni%C5%9Fehir&action=edit&redlink=1	Battle of Yenişehir (page does not exist)
1439	/wiki/Battle_of_Campomorto	Battle of Campomorto
1440	/wiki/Battle_of_Lochmaben_Fair	Battle of Lochmaben Fair
1441	/wiki/Battle_of_Bosworth_Field	Battle of Bosworth Field
1442	/wiki/Battle_of_Auldicharish	Battle of Auldicharish
1443	/wiki/Battle_of_Stoke	Battle of Stoke
1444	/wiki/Battle_of_Sauchieburn	Battle of Sauchieburn
1445	/wiki/Battle_of_Vrpile	Battle of Vrpile
1446	/wiki/Battle_of_Granada	Battle of Granada
1447	/wiki/Battle_of_Krbava_field	Battle of Krbava field
1448	/wiki/Battle_of_Fornovo	Battle of Fornovo
1449	/wiki/Battle_of_Codrii_Cosminului	Battle of Codrii Cosminului
1450	/wiki/Battle_of_Drumchatt	Battle of Drumchatt
1451	/wiki/Battle_of_Zonchio	Battle of Zonchio
1452	/wiki/Battle_of_Hemmingstedt	Battle of Hemmingstedt
1453	/wiki/Battle_of_Lepanto_(1500)	Battle of Lepanto (1500)
1454	/wiki/Battle_of_Vedrosha	Battle of Vedrosha
1455	/wiki/First_Battle_of_Cannanore	First Battle of Cannanore
1456	/wiki/Battle_of_Ruvo	Battle of Ruvo
1457	/wiki/Battle_of_Cerignola	Battle of Cerignola
1458	/wiki/Battle_of_Garigliano_(1503)	Battle of Garigliano (1503)
1459	/wiki/Capture_of_Ormuz_(1507)	Capture of Ormuz (1507)
1460	/w/index.php?title=Siege_of_Kilwa&action=edit&redlink=1	Siege of Kilwa (page does not exist)
1461	/wiki/Battle_of_Cannanore	Battle of Cannanore
1462	/wiki/Siege_of_Cannanore_(1507)	Siege of Cannanore (1507)
1463	/wiki/Battle_of_Chaul	Battle of Chaul
1464	/wiki/Battle_of_Diu_(1509)	Battle of Diu (1509)
1465	/wiki/Battle_of_Agnadello	Battle of Agnadello
1466	/wiki/Siege_of_Padua	Siege of Padua
1467	/wiki/Battle_of_Polesella	Battle of Polesella
1468	/wiki/Siege_of_Mirandola_(1511)	Siege of Mirandola (1511)
1469	/wiki/Battle_of_Ravenna_(1512)	Battle of Ravenna (1512)
1470	/wiki/Battle_of_Novara_(1513)	Battle of Novara (1513)
1471	/wiki/Battle_of_Guinegate_(1513)	Battle of Guinegate (1513)
1472	/wiki/Battle_of_Flodden_Field	Battle of Flodden Field
1473	/wiki/Battle_of_La_Motta	Battle of La Motta
1474	/wiki/Battle_of_Orsha	Battle of Orsha
1475	/wiki/Battle_of_Chaldiran	Battle of Chaldiran
1476	/wiki/Battle_of_Marignano	Battle of Marignano
1477	/wiki/Siege_of_Arai	Siege of Arai
1478	/wiki/Battle_of_Marj_Dabiq	Battle of Marj Dabiq
1479	/wiki/Battle_of_Yaunis_Khan	Battle of Yaunis Khan
1480	/wiki/Battle_of_Ridaniya	Battle of Ridaniya
