Column1,Column2,Column3,Column4
840,/wiki/Battle_of_the_Chateauguay,Battle_of_the_Chateauguay,
841,/wiki/Battle_of_Hanau,Battle_of_Hanau,
842,/wiki/Battle_of_Tallushatchee,Battle_of_Tallushatchee,
843,/wiki/Battle_of_Talladega,Battle_of_Talladega,
844,/wiki/Battle_of_Nivelle,Battle_of_Nivelle,
845,/wiki/Battle_of_Crysler%27s_Farm,Battle_of_Crysler's_Farm,
846,/wiki/Battle_of_Ayohuma,Battle_of_Ayohuma,
847,/wiki/Battle_of_the_Nive,Battle_of_the_Nive,
848,/wiki/Battles_of_Emuckfaw_and_Enotachopo_Creek,Battles_of_Emuckfaw_and_Enotachopo_Creek,
850,/wiki/Battle_of_Brienne,Battle_of_Brienne,
851,/wiki/Battle_of_La_Rothi%C3%A8re,Battle_of_La_Rothière,
852,/wiki/Battle_of_Champaubert,Battle_of_Champaubert,
853,/wiki/Battle_of_Montmirail,Battle_of_Montmirail,
854,/wiki/Battle_of_Ch%C3%A2teau-Thierry_(1814),Battle_of_Château-Thierry_(1814),
855,/wiki/Battle_of_Vauchamps,Battle_of_Vauchamps,
856,/wiki/Battle_of_Montereau,Battle_of_Montereau,
857,/wiki/Battle_of_Bar-sur-Aube,Battle_of_Bar-sur-Aube,
858,/wiki/Battle_of_Orthez,Battle_of_Orthez,
859,/wiki/Battle_of_Longwoods,Battle_of_Longwoods,
860,/wiki/Battle_of_Craonne,Battle_of_Craonne,
861,/wiki/Battle_of_Laon,Battle_of_Laon,
862,/wiki/Battle_of_Reims_(1814),Battle_of_Reims_(1814),
863,/wiki/Battle_of_Arcis-sur-Aube,Battle_of_Arcis-sur-Aube,
864,/wiki/Battle_of_F%C3%A8re-Champenoise,Battle_of_Fère-Champenoise,
865,/wiki/Battle_of_Horseshoe_Bend_(1814),Battle_of_Horseshoe_Bend_(1814),
866,/wiki/Battle_of_Montmartre,Battle_of_Montmartre,
867,/wiki/Battle_of_Lacolle_Mills_(1814),Battle_of_Lacolle_Mills_(1814),
868,/wiki/Battle_of_Toulouse_(1814),Battle_of_Toulouse_(1814),
869,/wiki/Battle_of_Big_Sandy_Creek,Battle_of_Big_Sandy_Creek,
870,/wiki/Battle_of_Chippawa,Battle_of_Chippawa,
871,/wiki/Battle_of_Lundy%27s_Lane,Battle_of_Lundy's_Lane,
872,/wiki/Battle_of_Mackinac_Island_(1814),Battle_of_Mackinac_Island_(1814),
873,/wiki/Battle_of_Bladensburg,Battle_of_Bladensburg,
874,/wiki/Battle_of_Lake_Champlain_(1814),Battle_of_Lake_Champlain_(1814),
875,/wiki/Battle_of_North_Point,Battle_of_North_Point,
876,/wiki/Battle_of_Baltimore,Battle_of_Baltimore,
877,/wiki/Battle_of_Cook%27s_Mills,Battle_of_Cook's_Mills,
878,/wiki/Siege_of_Fort_Erie,Siege_of_Fort_Erie,
879,/wiki/Battle_of_Pensacola_(1814),Battle_of_Pensacola_(1814),
880,/wiki/Battle_of_New_Orleans,Battle_of_New_Orleans,
882,/wiki/Battle_of_Fort_Bowyer,Battle_of_Fort_Bowyer,
883,/wiki/Battle_of_Tolentino,Battle_of_Tolentino,
884,/wiki/Battle_of_Quatre_Bras,Battle_of_Quatre_Bras,
885,/wiki/Battle_of_Ligny,Battle_of_Ligny,
886,/wiki/Battle_of_Waterloo,Battle_of_Waterloo,
887,/wiki/Battle_of_Wavre,Battle_of_Wavre,
888,/wiki/Bombardment_of_Algiers_(1816),Bombardment_of_Algiers_(1816),
890,/wiki/Battle_of_Seven_Oaks,Battle_of_Seven_Oaks,
891,/wiki/Battle_of_Chacabuco,Battle_of_Chacabuco,
893,/wiki/Nejd_Expedition,Nejd_Expedition,
894,/wiki/Battle_of_Mahidpur,Battle_of_Mahidpur,
895,/wiki/Battle_of_Kafir_Qala,Battle_of_Kafir_Qala,
897,/wiki/Second_Battle_of_Cancha_Rayada,Second_Battle_of_Cancha_Rayada,
898,/wiki/Battle_of_Maip%C3%BA,Battle_of_Maipú,
900,/wiki/Battle_of_Diriyah,Battle_of_Diriyah,
901,/wiki/Battle_of_Grahamstown,Battle_of_Grahamstown,
903,/wiki/Battle_of_Boyac%C3%A1,Battle_of_Boyacá,
904,/wiki/Battle_of_Rieti,Battle_of_Rieti,
906,/wiki/Battle_of_Kalamata,Battle_of_Kalamata,
907,/w/index.php?title=Battle_of_Novara_(1821)&action=edit&redlink=1,Battle_of_Novara_(1821)_(page_does_not_exist),
908,/wiki/Battle_of_Carabobo,Battle_of_Carabobo,
909,/w/index.php?title=Battle_of_Menangkabaoe&action=edit&redlink=1,Battle_of_Menangkabaoe_(page_does_not_exist),
910,/wiki/Battle_of_Pichincha,Battle_of_Pichincha,
912,/wiki/Constantine_Kanaris,Constantine_Kanaris,
913,/wiki/Battle_at_Dervenakia,Battle_at_Dervenakia,
914,/wiki/Battle_of_Karpenizi,Battle_of_Karpenizi,
915,/wiki/Battle_of_Trocadero,Battle_of_Trocadero,
917,/wiki/Battle_of_Danubyu,Battle_of_Danubyu,
919,/wiki/Battle_of_Prome,Battle_of_Prome,
920,/wiki/Russo-Persian_War_(1826-1828)#Campaign_of_1826,Russo-Persian_War_(1826-1828),
921,/wiki/Battle_of_Monte_Santiago,Battle_of_Monte_Santiago,
923,/wiki/Battle_of_Ituzaing%C3%B3,Battle_of_Ituzaingó,
924,/wiki/Battle_of_Phaleron,Battle_of_Phaleron,
925,/wiki/Battle_of_Navarino,Battle_of_Navarino,
926,/w/index.php?title=Battle_of_Kossober&action=edit&redlink=1,Battle_of_Kossober_(page_does_not_exist),
927,/wiki/Battle_of_Akhalzic,Battle_of_Akhalzic,
929,/wiki/Battle_of_Praia_Bay,Battle_of_Praia_Bay,
930,/wiki/Battle_of_Kulevicha,Battle_of_Kulevicha,
931,/w/index.php?title=Siege_of_Yogyakarta&action=edit&redlink=1,Siege_of_Yogyakarta_(page_does_not_exist),
932,/wiki/Battle_of_Debre_Abbay,Battle_of_Debre_Abbay,
934,/wiki/Battle_of_Stoczek,Battle_of_Stoczek,
935,/wiki/Battle_of_Bia%C5%82o%C5%82%C4%99ka,Battle_of_Białołęka,
936,/wiki/Battle_of_Olszynka_Grochowska,Battle_of_Olszynka_Grochowska,
937,/wiki/Battle_of_Iganie,Battle_of_Iganie,
938,/wiki/Battle_of_Ostro%C5%82%C4%99ka_(1831),Battle_of_Ostrołęka_(1831),
939,/wiki/Ten_days_campaign,Ten_days_campaign,
940,/wiki/Battle_of_Hasselt,Battle_of_Hasselt,
941,/wiki/Battle_of_Leuven,Battle_of_Leuven,
942,/wiki/Battle_of_Warsaw_(1831),Battle_of_Warsaw_(1831),
943,/wiki/Indian_Creek_Massacre,Indian_Creek_Massacre,
945,/wiki/Battle_of_the_Kellogg%27s_Grove,Battle_of_the_Kellogg's_Grove,
946,/wiki/Battle_of_Bad_Axe,Battle_of_Bad_Axe,
947,/wiki/Siege_of_Antwerp_(1832),Siege_of_Antwerp_(1832),
948,/wiki/Battle_of_Konya,Battle_of_Konya,
949,/w/index.php?title=Verovering_van_Bondjol&action=edit&redlink=1,Verovering_van_Bondjol_(page_does_not_exist),
950,/wiki/Battle_of_Cape_St._Vincent_(1833),Battle_of_Cape_St._Vincent_(1833),
951,/wiki/Battle_of_Santar%C3%A9n,Battle_of_Santarén,
952,/wiki/Battle_of_Gonzales,Battle_of_Gonzales,
954,/wiki/Battle_of_Concepci%C3%B3n,Battle_of_Concepción,
955,/wiki/Grass_Fight,Grass_Fight,
956,/wiki/Siege_of_Bexar,Siege_of_Bexar,
957,/wiki/Dade_Battle,Dade_Battle,
958,/wiki/Battle_of_San_Patricio,Battle_of_San_Patricio,
960,/wiki/Battle_of_the_Alamo,Battle_of_the_Alamo,
961,/wiki/Battle_of_Refugio,Battle_of_Refugio,
962,/wiki/Battle_of_Coleto,Battle_of_Coleto,
963,/wiki/Battle_of_San_Jacinto,Battle_of_San_Jacinto,
964,/wiki/Battle_of_Terapegui,Battle_of_Terapegui,
965,/wiki/Battle_of_Huesca,Battle_of_Huesca,
967,/wiki/Battle_of_Saint-Denis_(1837),Battle_of_Saint-Denis_(1837),
968,/wiki/Battle_of_St._Charles,Battle_of_St._Charles,
969,/wiki/Confrontation_at_Montgomery%27s_Tavern,Confrontation_at_Montgomery's_Tavern,
970,/wiki/Battle_of_Saint-Eustache,Battle_of_Saint-Eustache,
971,/wiki/Battle_of_Lake_Okeechobee,Battle_of_Lake_Okeechobee,
972,/wiki/Battle_of_Beauharnois,Battle_of_Beauharnois,
974,/wiki/Battle_of_the_Windmill,Battle_of_the_Windmill,
975,/wiki/Battle_of_Blood_River,Battle_of_Blood_River,
976,/wiki/Battle_of_Nezib,Battle_of_Nezib,
977,/wiki/Battle_of_Magango,Battle_of_Magango,
978,/wiki/Battle_of_Canton_(May_1841),Battle_of_Canton_(May_1841),
979,/wiki/Battle_of_Debre_Tabor,Battle_of_Debre_Tabor,
981,/wiki/Battle_of_Kabul_(1842),Battle_of_Kabul_(1842),
982,/wiki/Battle_of_the_Smala,Battle_of_the_Smala,
984,/wiki/Battle_of_Miani,Battle_of_Miani,
985,/wiki/Battle_of_Hyderabad,Battle_of_Hyderabad,
986,/wiki/Battle_of_Isly,Battle_of_Isly,
987,/wiki/Battle_of_Ohaeawai,Battle_of_Ohaeawai,
989,/wiki/Battle_of_Mudki,Battle_of_Mudki,
990,/wiki/Battle_of_Ferozeshah,Battle_of_Ferozeshah,
991,/wiki/Battle_of_Aliwal,Battle_of_Aliwal,
993,/wiki/Battle_of_Sobraon,Battle_of_Sobraon,
994,/wiki/Siege_of_Fort_Texas,Siege_of_Fort_Texas,
995,/wiki/Battle_of_Palo_Alto,Battle_of_Palo_Alto,
996,/wiki/Battle_of_Resaca_de_la_Palma,Battle_of_Resaca_de_la_Palma,
997,/wiki/Siege_of_Los_Angeles,Siege_of_Los_Angeles,
998,/wiki/Battle_of_Santa_Fe,Battle_of_Santa_Fe,
999,/wiki/Battle_of_Monterrey,Battle_of_Monterrey,
1000,/wiki/Battle_of_Dominguez_Rancho,Battle_of_Dominguez_Rancho,
1001,/wiki/First_Battle_of_Tabasco,First_Battle_of_Tabasco,
1002,/wiki/Battle_of_San_Pasqual,Battle_of_San_Pasqual,
1003,/wiki/Battle_of_Rio_San_Gabriel,Battle_of_Rio_San_Gabriel,
1005,/wiki/Battle_of_La_Mesa,Battle_of_La_Mesa,
1006,/wiki/Battle_of_the_Sacramento,Battle_of_the_Sacramento,
1007,/wiki/Battle_of_Buena_Vista,Battle_of_Buena_Vista,
1008,/wiki/Battle_of_Vera_Cruz,Battle_of_Vera_Cruz,
1009,/wiki/Battle_of_Cerro_Gordo,Battle_of_Cerro_Gordo,
1010,/wiki/Battle_of_Tuxpan,Battle_of_Tuxpan,
1011,/wiki/Second_Battle_of_Tabasco,Second_Battle_of_Tabasco,
1012,/wiki/Battle_of_Contreras,Battle_of_Contreras,
1013,/wiki/Battle_of_Churubusco,Battle_of_Churubusco,
1014,/wiki/Battle_of_Molino_del_Rey,Battle_of_Molino_del_Rey,
1015,/wiki/Battle_of_Chapultepec,Battle_of_Chapultepec,
1016,/wiki/Siege_of_Puebla_(1847),Siege_of_Puebla_(1847),
1017,/wiki/Battle_of_Huamantla,Battle_of_Huamantla,
1018,/w/index.php?title=Battle_of_Dabarki&action=edit&redlink=1,Battle_of_Dabarki_(page_does_not_exist),
1020,/wiki/Battle_of_Custoza_(1848),Battle_of_Custoza_(1848),
1021,/wiki/Battle_of_Boomplaats,Battle_of_Boomplaats,
1022,/wiki/Battle_of_P%C3%A1kozd,Battle_of_Pákozd,
1023,/wiki/Battle_of_Schwechat,Battle_of_Schwechat,
1024,/wiki/Battle_of_Ramnagar,Battle_of_Ramnagar,
1025,/wiki/Battle_of_M%C3%B3r,Battle_of_Mór,
1026,/wiki/Battle_of_Chillianwala,Battle_of_Chillianwala,
1028,/wiki/Siege_of_Multan,Siege_of_Multan,
1029,/wiki/Battle_of_Gujarat,Battle_of_Gujarat,
1030,/wiki/Battle_of_K%C3%A1polna,Battle_of_Kápolna,
1031,/wiki/Battle_of_Novara_(1849),Battle_of_Novara_(1849),
1032,/w/index.php?title=Battle_of_Szolnok&action=edit&redlink=1,Battle_of_Szolnok_(page_does_not_exist),
1033,/wiki/Ten_Days_of_Brescia,Ten_Days_of_Brescia,
1034,/wiki/Battle_of_Isaszeg_(1849),Battle_of_Isaszeg_(1849),
1035,/wiki/Battle_of_Buda_(1849),Battle_of_Buda_(1849),
1036,/wiki/Battle_of_Segesv%C3%A1r,Battle_of_Segesvár,
1037,/wiki/Battle_of_Temesv%C3%A1r,Battle_of_Temesvár,
1038,/wiki/Battle_of_Monte_Caseros,Battle_of_Monte_Caseros,
1040,/wiki/Battle_of_Gur_Amba,Battle_of_Gur_Amba,
1041,/wiki/Battle_of_Berea,Battle_of_Berea,
1042,/wiki/Battle_of_Takusa,Battle_of_Takusa,
1044,/wiki/Battle_of_Ayshal,Battle_of_Ayshal,
1045,/wiki/Battle_of_Oltenitza,Battle_of_Oltenitza,
1046,/w/index.php?title=Battle_of_Citate&action=edit&redlink=1,Battle_of_Citate_(page_does_not_exist),
1048,/wiki/Battle_of_Alma,Battle_of_Alma,
1049,/wiki/Battle_of_Amba_Jebelli,Battle_of_Amba_Jebelli,
1050,/wiki/Battle_of_Balaclava,Battle_of_Balaclava,
1051,/wiki/Battle_of_Inkermann,Battle_of_Inkermann,
1052,/wiki/Siege_of_Sevastopol_(1854),Siege_of_Sevastopol_(1854),
1053,/wiki/Battle_of_Derasge,Battle_of_Derasge,
1055,/wiki/Battle_of_Eupatoria,Battle_of_Eupatoria,
1056,/w/index.php?title=Battle_of_Traktir&action=edit&redlink=1,Battle_of_Traktir_(page_does_not_exist),
1057,/wiki/Battle_of_Malakoff,Battle_of_Malakoff,
1058,/wiki/Siege_of_Kars,Siege_of_Kars,
1059,/wiki/Battle_of_Seattle_(1856),Battle_of_Seattle_(1856),
1061,/wiki/Battle_of_Santa_Rosa,Battle_of_Santa_Rosa,
1062,/wiki/Battle_of_Rivas,Battle_of_Rivas,
1063,/wiki/Siege_of_Cawnpore,Siege_of_Cawnpore,
1065,/wiki/Battle_of_Chinhat,Battle_of_Chinhat,
1066,/wiki/Battle_of_Jhelum_-_Indian_Mutiny,Battle_of_Jhelum_-_Indian_Mutiny,
1067,/wiki/Battle_of_Aong,Battle_of_Aong,
1068,/wiki/Siege_of_Lucknow,Siege_of_Lucknow,
1069,/wiki/Battle_of_Grahovac,Battle_of_Grahovac,
1070,/wiki/The_Battle_of_Logand%C3%A8me,The_Battle_of_Logandème,
1072,/wiki/Battle_of_Montebello_(1859),Battle_of_Montebello_(1859),
1073,/wiki/Battle_of_Varese,Battle_of_Varese,
1074,/wiki/Battle_of_Palestro,Battle_of_Palestro,
1075,/wiki/Battle_of_Magenta,Battle_of_Magenta,
1076,/wiki/Battle_of_Solferino,Battle_of_Solferino,
1077,/wiki/Giuseppe_Garibaldi#Campaign_of_1860,Giuseppe_Garibaldi,
1079,/wiki/Battle_of_Milazzo_(1860),Battle_of_Milazzo_(1860),
1080,/wiki/Battle_of_Castelfidardo,Battle_of_Castelfidardo,
1081,/wiki/Battle_of_the_Volturnus_(1860),Battle_of_the_Volturnus_(1860),
1082,/wiki/Siege_of_Gaeta_(1860),Siege_of_Gaeta_(1860),
1083,/wiki/Battle_of_Fort_Sumter,Battle_of_Fort_Sumter,
1085,/wiki/Battle_of_Sewell%27s_Point,Battle_of_Sewell's_Point,
1086,/wiki/Battle_of_Aquia_Creek,Battle_of_Aquia_Creek,
1087,/wiki/Battle_of_Philippi_Races,Battle_of_Philippi_Races,
1088,/wiki/Battle_of_Big_Bethel,Battle_of_Big_Bethel,
1089,/wiki/Battle_of_Boonville,Battle_of_Boonville,
1090,/wiki/Battle_of_Hoke%27s_Run,Battle_of_Hoke's_Run,
1091,/wiki/Battle_of_Carthage_(1861),Battle_of_Carthage_(1861),
1092,/wiki/Battle_of_Rich_Mountain,Battle_of_Rich_Mountain,
1093,/wiki/Battle_of_Blackburn%27s_Ford,Battle_of_Blackburn's_Ford,
1094,/wiki/Battle_of_1st_Bull_Run,Battle_of_1st_Bull_Run,
1095,/wiki/Battle_of_Athens_(1861),Battle_of_Athens_(1861),
1096,/wiki/Battle_of_Wilson%27s_Creek,Battle_of_Wilson's_Creek,
1097,/wiki/Battle_of_Kessler%27s_Cross_Lanes,Battle_of_Kessler's_Cross_Lanes,
1098,/wiki/Battle_of_Hatteras_Inlet_Batteries,Battle_of_Hatteras_Inlet_Batteries,
1099,/wiki/Battle_of_Dry_Wood_Creek,Battle_of_Dry_Wood_Creek,
1100,/wiki/Battle_of_Carnifex_Ferry,Battle_of_Carnifex_Ferry,
1101,/wiki/Battle_of_Cheat_Mountain,Battle_of_Cheat_Mountain,
1102,/wiki/Battle_of_Lexington_I,Battle_of_Lexington_I,
1103,/wiki/Battle_of_Liberty,Battle_of_Liberty,
1104,/wiki/Battle_of_Greenbrier_River,Battle_of_Greenbrier_River,
1105,/wiki/Battle_of_Santa_Rosa_Island,Battle_of_Santa_Rosa_Island,
1106,/wiki/Battle_of_Bolivar_Heights,Battle_of_Bolivar_Heights,
1107,/wiki/Battle_of_Ball%27s_Bluff,Battle_of_Ball's_Bluff,
1108,/wiki/Battle_of_Fredericktown,Battle_of_Fredericktown,
1109,/wiki/Battle_of_Springfield_I,Battle_of_Springfield_I,
1110,/wiki/Battle_of_Belmont,Battle_of_Belmont,
1111,/wiki/Battle_of_Round_Mountain,Battle_of_Round_Mountain,
1112,/wiki/Battle_of_Chusto-Talasah,Battle_of_Chusto-Talasah,
1113,/wiki/Battle_of_Camp_Alleghany,Battle_of_Camp_Alleghany,
1114,/wiki/Battle_of_Dranesville,Battle_of_Dranesville,
1115,/wiki/Battle_of_Chustenahlah,Battle_of_Chustenahlah,
1116,/wiki/Battle_of_Mount_Zion_Church,Battle_of_Mount_Zion_Church,
1117,/wiki/Battle_of_Cockpit_Point,Battle_of_Cockpit_Point,
1119,/wiki/Battle_of_Hancock,Battle_of_Hancock,
1120,/wiki/Battle_of_Roan%27s_Tan_Yard,Battle_of_Roan's_Tan_Yard,
1121,/wiki/Battle_of_Middle_Creek,Battle_of_Middle_Creek,
1122,/wiki/Battle_of_Mill_Springs,Battle_of_Mill_Springs,
1123,/wiki/Battle_of_Fort_Henry,Battle_of_Fort_Henry,
1124,/wiki/Battle_of_Roanoke_Island,Battle_of_Roanoke_Island,
1125,/wiki/Battle_of_Elizabeth_City,Battle_of_Elizabeth_City,
1126,/wiki/Battle_of_Fort_Donelson,Battle_of_Fort_Donelson,
1127,/wiki/Battle_of_Valverde,Battle_of_Valverde,
1128,/wiki/Battle_of_Pea_Ridge,Battle_of_Pea_Ridge,
1129,/wiki/Battle_of_Hampton_Roads,Battle_of_Hampton_Roads,
1130,/wiki/Battle_of_New_Bern,Battle_of_New_Bern,
1131,/wiki/Battle_of_Kernstown_I,Battle_of_Kernstown_I,
1132,/wiki/Battle_of_Glorieta,Battle_of_Glorieta,
1133,/wiki/Battle_of_Shiloh,Battle_of_Shiloh,
1134,/wiki/Battle_of_Island_Number_Ten,Battle_of_Island_Number_Ten,
1135,/wiki/Battle_of_Ft._Pulaski,Battle_of_Ft._Pulaski,
1136,/wiki/Battle_of_Peralta,Battle_of_Peralta,
1137,/wiki/Battle_of_South_Mills,Battle_of_South_Mills,
1138,/wiki/Battle_of_Fort_Macon,Battle_of_Fort_Macon,
1139,/wiki/Battle_of_New_Orleans_(Civil_War),Battle_of_New_Orleans_(Civil_War),
1140,/wiki/Battle_of_Yorktown_(1862),Battle_of_Yorktown_(1862),
1141,/wiki/Battle_of_Puebla,Battle_of_Puebla,
1142,/wiki/Battle_of_Williamsburg,Battle_of_Williamsburg,
1143,/wiki/Battle_of_Eltham%27s_Landing,Battle_of_Eltham's_Landing,
1144,/wiki/Battle_of_McDowell,Battle_of_McDowell,
1145,/wiki/Battle_of_Drewry%27s_Bluff,Battle_of_Drewry's_Bluff,
1146,/wiki/Battle_of_Whitney%27s_Lane,Battle_of_Whitney's_Lane,
1147,/wiki/Battle_of_Front_Royal,Battle_of_Front_Royal,
1148,/wiki/First_Battle_of_Winchester,First_Battle_of_Winchester,
1149,/wiki/Battle_of_Hanover_Courthouse,Battle_of_Hanover_Courthouse,
1150,/wiki/Siege_of_Corinth,Siege_of_Corinth,
1151,/wiki/Battle_of_Seven_Pines,Battle_of_Seven_Pines,
1152,/wiki/Battle_of_Tranter%27s_Creek,Battle_of_Tranter's_Creek,
1153,/wiki/Battle_of_Memphis,Battle_of_Memphis,
1154,/wiki/Battle_of_Chattanooga_I,Battle_of_Chattanooga_I,
1155,/wiki/Battle_of_Cross_Keys,Battle_of_Cross_Keys,
1156,/wiki/Battle_of_Port_Republic,Battle_of_Port_Republic,
1157,/wiki/Battle_of_Secessionville,Battle_of_Secessionville,
1158,/wiki/Battle_of_Saint_Charles,Battle_of_Saint_Charles,
1159,/wiki/Battle_of_Oak_Grove,Battle_of_Oak_Grove,
1160,/wiki/Battle_of_Beaver_Dam_Creek,Battle_of_Beaver_Dam_Creek,
1161,/wiki/Battle_of_Gaines%27_Mill,Battle_of_Gaines'_Mill,
1162,/wiki/Battle_of_Garnett%27s_%26_Golding%27s_Farm,Battle_of_Garnett's_&_Golding's_Farm,
1163,/wiki/Battle_of_Savage%27s_Station,Battle_of_Savage's_Station,
1164,/wiki/Battle_of_White_Oak_Swamp,Battle_of_White_Oak_Swamp,
1165,/wiki/Battle_of_Glendale,Battle_of_Glendale,
1166,/wiki/Battle_of_Tampa,Battle_of_Tampa,
1167,/wiki/Battle_of_Malvern_Hill,Battle_of_Malvern_Hill,
1168,/wiki/Battle_of_Hill%27s_Plantation,Battle_of_Hill's_Plantation,
1169,/wiki/Battle_of_Murfreesboro_I,Battle_of_Murfreesboro_I,
1170,/wiki/Battle_of_Baton_Rouge_(1862),Battle_of_Baton_Rouge_(1862),
1171,/wiki/Battle_of_Kirksville,Battle_of_Kirksville,
1172,/wiki/Battle_of_Cedar_Mountain,Battle_of_Cedar_Mountain,
1173,/wiki/First_Battle_of_Independence,First_Battle_of_Independence,
1174,/wiki/Battle_of_Lone_Jack,Battle_of_Lone_Jack,
1175,/wiki/Battle_of_Fort_Ridgely,Battle_of_Fort_Ridgely,
1176,/wiki/Battle_of_Rappahannock_Station_I,Battle_of_Rappahannock_Station_I,
1177,/wiki/Battle_of_Manassas_Station_Ops.,Battle_of_Manassas_Station_Ops.,
1178,/wiki/Battle_of_Thoroughfare_Gap,Battle_of_Thoroughfare_Gap,
1179,/wiki/Battle_of_Aspromonte,Battle_of_Aspromonte,
1180,/wiki/Battle_of_2nd_Bull_Run,Battle_of_2nd_Bull_Run,
1181,/wiki/Battle_of_Richmond,Battle_of_Richmond,
1182,/wiki/Battle_of_Chantilly,Battle_of_Chantilly,
1183,/wiki/Battle_of_Mile_Hill,Battle_of_Mile_Hill,
1184,/wiki/Battle_of_South_Mountain,Battle_of_South_Mountain,
1185,/wiki/Battle_of_Harpers_Ferry,Battle_of_Harpers_Ferry,
1186,/wiki/Battle_of_Antietam,Battle_of_Antietam,
1187,/wiki/Battle_of_Munfordville,Battle_of_Munfordville,
1188,/wiki/Battle_of_Iuka,Battle_of_Iuka,
1189,/wiki/Battle_of_Shepherdstown,Battle_of_Shepherdstown,
1190,/wiki/First_Battle_of_Newtonia,First_Battle_of_Newtonia,
1191,/wiki/Second_Battle_of_Corinth,Second_Battle_of_Corinth,
1192,/wiki/Battle_of_Hatchie%27s_Bridge,Battle_of_Hatchie's_Bridge,
1193,/wiki/Battle_of_Perryville,Battle_of_Perryville,
1194,/wiki/Battle_of_Clark%27s_Mill,Battle_of_Clark's_Mill,
1195,/wiki/Battle_of_Cane_Hill,Battle_of_Cane_Hill,
1196,/wiki/Battle_of_Prairie_Grove,Battle_of_Prairie_Grove,
1197,/wiki/Battle_of_Hartsville,Battle_of_Hartsville,
1198,/wiki/Battle_of_Fredericksburg,Battle_of_Fredericksburg,
1199,/wiki/Battle_of_Kinston,Battle_of_Kinston,
1200,/wiki/Battle_of_White_Hall,Battle_of_White_Hall,
1201,/wiki/Battle_of_Goldsboro_Bridge,Battle_of_Goldsboro_Bridge,
1202,/wiki/Battle_of_Jackson_(TN),Battle_of_Jackson_(TN),
1203,/wiki/Battle_of_Chickasaw_Bayou,Battle_of_Chickasaw_Bayou,
1204,/wiki/Battle_of_Parker%27s_Cross_Roads,Battle_of_Parker's_Cross_Roads,
1205,/wiki/Battle_of_Murfreesboro,Battle_of_Murfreesboro,
1207,/wiki/Battle_of_Springfield_II,Battle_of_Springfield_II,
1208,/wiki/Battle_of_Arkansas_Post,Battle_of_Arkansas_Post,
1209,/wiki/Battle_of_Hartville,Battle_of_Hartville,
1210,/wiki/Bear_River_Massacre,Bear_River_Massacre,
1211,/wiki/Battle_of_Dover_(1863),Battle_of_Dover_(1863),
1212,/wiki/Battle_of_Stasz%C3%B3w,Battle_of_Staszów,
1213,/wiki/Battle_of_Ma%C5%82ogoszcz,Battle_of_Małogoszcz,
1214,/wiki/Battle_of_Thompson%27s_Station,Battle_of_Thompson's_Station,
1215,/wiki/Battle_of_Fort_Anderson,Battle_of_Fort_Anderson,
1216,/wiki/Battle_of_Kelly%27s_Ford,Battle_of_Kelly's_Ford,
1217,/wiki/Battle_of_Vaught%27s_Hill,Battle_of_Vaught's_Hill,
1218,/wiki/Battle_of_Brentwood,Battle_of_Brentwood,
1219,/wiki/Battle_of_Washington,Battle_of_Washington,
1220,/wiki/First_Battle_of_Franklin,First_Battle_of_Franklin,
1221,/wiki/Battle_of_Suffolk_(Norfleet_House),Battle_of_Suffolk_(Norfleet_House),
1222,/wiki/Grierson%27s_Raid,Grierson's_Raid,
1223,/wiki/Battle_of_Cape_Girardeau,Battle_of_Cape_Girardeau,
1224,/wiki/Battle_of_Grand_Gulf,Battle_of_Grand_Gulf,
1225,/wiki/Battle_of_Snyder%27s_Bluff,Battle_of_Snyder's_Bluff,
1226,/wiki/Battle_of_Day%27s_Gap,Battle_of_Day's_Gap,
1227,/wiki/Battle_of_Camar%C3%B3n,Battle_of_Camarón,
1228,/wiki/Battle_of_Port_Gibson,Battle_of_Port_Gibson,
1229,/wiki/Battle_of_Chalk_Bluff,Battle_of_Chalk_Bluff,
1230,/wiki/Battle_of_Chancellorsville,Battle_of_Chancellorsville,
1231,/wiki/Battle_of_Fredericksburg_II,Battle_of_Fredericksburg_II,
1232,/wiki/Battle_of_Salem_Church,Battle_of_Salem_Church,
1233,/wiki/Battle_of_Raymond,Battle_of_Raymond,
1234,/wiki/Battle_of_Jackson_(MS),Battle_of_Jackson_(MS),
1235,/wiki/Battle_of_Champion%27s_Hill,Battle_of_Champion's_Hill,
1236,/wiki/Battle_of_Big_Black_River_Bridge,Battle_of_Big_Black_River_Bridge,
1237,/wiki/Battle_of_Plains_Store,Battle_of_Plains_Store,
1238,/wiki/Battle_of_Milliken%27s_Bend,Battle_of_Milliken's_Bend,
1239,/wiki/Battle_of_Brandy_Station,Battle_of_Brandy_Station,
1240,/wiki/Battle_of_Winchester_II,Battle_of_Winchester_II,
1241,/wiki/Battle_of_Aldie,Battle_of_Aldie,
1242,/wiki/Battle_of_Middleburg,Battle_of_Middleburg,
1243,/wiki/Battle_of_Upperville,Battle_of_Upperville,
1244,/wiki/Battle_of_Hoover%27s_Gap,Battle_of_Hoover's_Gap,
1245,/wiki/Battle_of_Goodrich%27s_Landing,Battle_of_Goodrich's_Landing,
1246,/wiki/Battle_of_Hanover,Battle_of_Hanover,
1247,/wiki/Battle_of_Gettysburg,Battle_of_Gettysburg,
1248,/wiki/Battle_of_Vicksburg,Battle_of_Vicksburg,
